Fetching trades for KXTRUMPADMINLEAVE-26DEC31-PBON on April 1st–2nd, 2026...
Fetched 1000 trades (total so far: 1000)
Fetched 926 trades (total so far: 1926)

Total trades: 1926

Time (ET)                        Side    Contracts  Yes Price   No Price
------------------------------------------------------------------------
2026-03-31 20:14:00.038995 EDT   no              6      0.46       0.54
2026-03-31 20:17:23.498843 EDT   yes            10      0.47       0.53
2026-03-31 20:23:26.488383 EDT   yes             6      0.47       0.53
2026-03-31 20:33:32.224032 EDT   yes             1      0.47       0.53
2026-03-31 20:33:32.224032 EDT   yes             1      0.47       0.53
2026-03-31 20:38:44.064927 EDT   no             21      0.46       0.54
2026-03-31 20:41:06.697967 EDT   yes             1      0.47       0.53
2026-03-31 20:41:06.697967 EDT   yes            19      0.47       0.53
2026-03-31 21:02:52.728429 EDT   yes             2      0.47       0.53
2026-03-31 21:18:35.328469 EDT   yes             4      0.47       0.53
2026-03-31 21:18:35.328469 EDT   yes             3      0.47       0.53
2026-03-31 21:18:35.328469 EDT   yes             2      0.47       0.53
2026-03-31 21:18:35.328469 EDT   yes             1      0.47       0.53
2026-03-31 21:24:34.704386 EDT   yes             4      0.47       0.53
2026-03-31 21:24:34.704386 EDT   yes             4      0.47       0.53
2026-03-31 21:33:02.376969 EDT   yes             1      0.47       0.53
2026-03-31 21:33:02.376969 EDT   yes             2      0.47       0.53
2026-03-31 21:33:02.376969 EDT   yes             9      0.48       0.52
2026-03-31 21:56:11.854450 EDT   yes             1      0.47       0.53
2026-03-31 21:56:11.854450 EDT   yes             1      0.47       0.53
2026-03-31 21:56:11.854450 EDT   yes            18      0.48       0.52
2026-03-31 22:02:20.372995 EDT   no             19      0.46       0.54
2026-03-31 22:02:20.372995 EDT   no             25      0.46       0.54
2026-03-31 22:02:20.372995 EDT   no              2      0.46       0.54
2026-03-31 22:02:20.372995 EDT   no             11      0.45       0.55
2026-03-31 22:02:20.372995 EDT   no             27      0.46       0.54
2026-03-31 22:02:20.372995 EDT   no             17      0.46       0.54
2026-03-31 22:02:20.372995 EDT   no             15      0.46       0.54
2026-03-31 22:02:20.372995 EDT   no              4      0.47       0.53
2026-03-31 22:04:03.416302 EDT   no              3      0.45       0.55
2026-03-31 22:04:03.416302 EDT   no             18      0.45       0.55
2026-03-31 22:04:03.416302 EDT   no             18      0.45       0.55
2026-03-31 22:04:03.416302 EDT   no              1      0.46       0.54
2026-03-31 22:13:20.674619 EDT   no              1      0.45       0.55
2026-03-31 22:13:20.674619 EDT   no              8      0.45       0.55
2026-03-31 22:25:53.247435 EDT   yes             1      0.46       0.54
2026-03-31 22:25:53.247435 EDT   yes             2      0.47       0.53
2026-03-31 22:25:53.247435 EDT   yes             3      0.47       0.53
2026-03-31 22:38:44.718624 EDT   yes             1      0.46       0.54
2026-03-31 22:38:44.718624 EDT   yes             1      0.47       0.53
2026-03-31 22:51:11.361566 EDT   yes            21      0.47       0.53
2026-03-31 22:51:11.361566 EDT   yes            19      0.47       0.53
2026-03-31 22:51:11.361566 EDT   yes             1      0.46       0.54
2026-03-31 22:54:02.718068 EDT   no              1      0.46       0.54
2026-03-31 22:54:02.718068 EDT   no              9      0.45       0.55
2026-03-31 23:17:20.899094 EDT   yes             2      0.46       0.54
2026-03-31 23:27:25.227236 EDT   no             17      0.45       0.55
2026-03-31 23:27:25.227236 EDT   no              3      0.45       0.55
2026-03-31 23:35:18.850667 EDT   no              4      0.46       0.54
2026-03-31 23:35:51.327916 EDT   yes             4      0.47       0.53
2026-03-31 23:45:41.843495 EDT   no              1      0.46       0.54
2026-03-31 23:46:52.832429 EDT   no             10      0.46       0.54
2026-03-31 23:47:42.737851 EDT   yes             2      0.47       0.53
2026-04-01 00:00:15.284971 EDT   no             13      0.46       0.54
2026-04-01 00:00:15.284971 EDT   no              5      0.46       0.54
2026-04-01 00:00:15.284971 EDT   no              3      0.46       0.54
2026-04-01 00:00:15.284971 EDT   no             79      0.45       0.55
2026-04-01 00:08:16.675418 EDT   yes            20      0.47       0.53
2026-04-01 00:11:43.149087 EDT   no              8      0.46       0.54
2026-04-01 00:14:40.165142 EDT   yes             2      0.47       0.53
2026-04-01 00:16:13.342758 EDT   yes            10      0.47       0.53
2026-04-01 00:55:56.375227 EDT   yes            10      0.47       0.53
2026-04-01 02:54:33.460864 EDT   yes            41      0.47       0.53
2026-04-01 04:38:14.157614 EDT   yes            10      0.47       0.53
2026-04-01 06:19:16.637432 EDT   no              3      0.46       0.54
2026-04-01 07:24:25.878912 EDT   no              1      0.46       0.54
2026-04-01 07:36:47.956123 EDT   yes             2      0.47       0.53
2026-04-01 08:02:20.123362 EDT   yes            20      0.47       0.53
2026-04-01 08:16:56.997105 EDT   no              6      0.46       0.54
2026-04-01 08:16:56.997105 EDT   no              4      0.46       0.54
2026-04-01 08:33:46.898973 EDT   no             12      0.46       0.54
2026-04-01 08:33:46.898973 EDT   no              5      0.46       0.54
2026-04-01 08:34:02.583671 EDT   yes             6      0.47       0.53
2026-04-01 08:37:31.067618 EDT   no             84      0.45       0.55
2026-04-01 08:41:41.975270 EDT   yes            10      0.47       0.53
2026-04-01 08:48:56.825826 EDT   yes            16      0.47       0.53
2026-04-01 09:16:55.956141 EDT   no             50      0.45       0.55
2026-04-01 09:16:55.956141 EDT   no              4      0.45       0.55
2026-04-01 09:16:55.956141 EDT   no             23      0.45       0.55
2026-04-01 09:16:55.956141 EDT   no             23      0.45       0.55
2026-04-01 09:18:57.910116 EDT   no             21      0.46       0.54
2026-04-01 09:18:57.910116 EDT   no             27      0.45       0.55
2026-04-01 09:47:52.104507 EDT   no              7      0.45       0.55
2026-04-01 10:16:21.257452 EDT   yes             2      0.47       0.53
2026-04-01 10:16:29.700578 EDT   yes             2      0.47       0.53
2026-04-01 10:51:54.416702 EDT   no             55      0.46       0.54
2026-04-01 10:51:54.416702 EDT   no             54      0.45       0.55
2026-04-01 11:20:05.713516 EDT   no             10      0.45       0.55
2026-04-01 11:20:05.713516 EDT   no             16      0.45       0.55
2026-04-01 11:20:05.713516 EDT   no              4      0.45       0.55
2026-04-01 11:22:42.396667 EDT   yes            23      0.47       0.53
2026-04-01 11:22:42.396667 EDT   yes             7      0.46       0.54
2026-04-01 11:25:26.983839 EDT   no              3      0.45       0.55
2026-04-01 11:38:27.557477 EDT   yes             4      0.46       0.54
2026-04-01 11:38:27.557477 EDT   yes             5      0.46       0.54
2026-04-01 11:38:27.557477 EDT   yes            50      0.46       0.54
2026-04-01 11:38:27.557477 EDT   yes             2      0.47       0.53
2026-04-01 11:38:27.557477 EDT   yes            42      0.47       0.53
2026-04-01 11:41:16.089064 EDT   yes             4      0.46       0.54
2026-04-01 11:41:16.089064 EDT   yes             6      0.47       0.53
2026-04-01 11:50:00.481757 EDT   yes            34      0.47       0.53
2026-04-01 11:50:00.481757 EDT   yes            35      0.47       0.53
2026-04-01 11:50:00.481757 EDT   yes             5      0.47       0.53
2026-04-01 12:06:10.807298 EDT   yes            10      0.47       0.53
2026-04-01 12:16:20.292399 EDT   yes            10      0.47       0.53
2026-04-01 12:34:11.955909 EDT   no             13      0.46       0.54
2026-04-01 12:34:11.955909 EDT   no             64      0.46       0.54
2026-04-01 12:34:11.955909 EDT   no            116      0.45       0.55
2026-04-01 12:35:32.839370 EDT   no             29      0.45       0.55
2026-04-01 13:00:12.333705 EDT   yes             2      0.47       0.53
2026-04-01 13:05:04.399626 EDT   yes            10      0.47       0.53
2026-04-01 13:05:38.785027 EDT   yes            14      0.47       0.53
2026-04-01 13:07:16.855153 EDT   yes            10      0.47       0.53
2026-04-01 13:19:25.472254 EDT   yes             8      0.48       0.52
2026-04-01 13:19:25.472254 EDT   yes            34      0.48       0.52
2026-04-01 13:19:25.472254 EDT   yes             6      0.48       0.52
2026-04-01 13:19:25.472254 EDT   yes             9      0.48       0.52
2026-04-01 13:19:25.472254 EDT   yes             2      0.48       0.52
2026-04-01 13:19:25.472254 EDT   yes            12      0.47       0.53
2026-04-01 13:19:25.472254 EDT   yes            21      0.48       0.52
2026-04-01 13:19:25.472254 EDT   yes             4      0.48       0.52
2026-04-01 13:19:25.472254 EDT   yes             4      0.47       0.53
2026-04-01 13:53:20.275503 EDT   no              4      0.45       0.55
2026-04-01 14:33:40.626868 EDT   yes             2      0.48       0.52
2026-04-01 14:38:58.339156 EDT   yes            10      0.48       0.52
2026-04-01 14:44:10.926933 EDT   no              1      0.45       0.55
2026-04-01 14:47:36.539278 EDT   yes             1      0.48       0.52
2026-04-01 14:48:07.802266 EDT   no              2      0.45       0.55
2026-04-01 14:48:38.584404 EDT   yes             1      0.48       0.52
2026-04-01 15:14:26.706359 EDT   no             14      0.45       0.55
2026-04-01 15:14:26.706359 EDT   no             16      0.45       0.55
2026-04-01 15:21:33.785394 EDT   no             34      0.45       0.55
2026-04-01 15:21:33.785394 EDT   no              8      0.45       0.55
2026-04-01 15:21:33.785394 EDT   no              4      0.45       0.55
2026-04-01 15:21:33.785394 EDT   no             12      0.45       0.55
2026-04-01 15:21:33.785394 EDT   no             74      0.45       0.55
2026-04-01 15:21:33.785394 EDT   no             12      0.45       0.55
2026-04-01 15:25:44.411119 EDT   yes             2      0.47       0.53
2026-04-01 15:30:48.626371 EDT   no             12      0.45       0.55
2026-04-01 15:30:48.626371 EDT   no              8      0.45       0.55
2026-04-01 15:30:48.626371 EDT   no             12      0.45       0.55
2026-04-01 15:32:24.501376 EDT   no              6      0.45       0.55
2026-04-01 15:32:24.501376 EDT   no              3      0.45       0.55
2026-04-01 15:43:57.734364 EDT   no              4      0.45       0.55
2026-04-01 15:57:26.038291 EDT   yes             2      0.47       0.53
2026-04-01 15:58:11.597322 EDT   no             15      0.45       0.55
2026-04-01 15:58:11.597322 EDT   no              2      0.45       0.55
2026-04-01 16:05:26.349797 EDT   yes            10      0.47       0.53
2026-04-01 16:13:45.369381 EDT   yes            22      0.47       0.53
2026-04-01 16:33:54.829658 EDT   no             11      0.45       0.55
2026-04-01 16:33:54.829658 EDT   no             42      0.44       0.56
2026-04-01 16:33:54.829658 EDT   no             15      0.45       0.55
2026-04-01 16:33:54.829658 EDT   no             12      0.45       0.55
2026-04-01 16:33:54.829658 EDT   no             12      0.45       0.55
2026-04-01 16:33:54.829658 EDT   no             11      0.44       0.56
2026-04-01 16:50:54.614304 EDT   yes            13      0.47       0.53
2026-04-01 16:50:54.614304 EDT   yes             7      0.47       0.53
2026-04-01 17:00:44.554138 EDT   yes             2      0.47       0.53
2026-04-01 17:23:04.387993 EDT   yes             6      0.47       0.53
2026-04-01 17:34:53.547548 EDT   yes             2      0.47       0.53
2026-04-01 17:36:51.707891 EDT   yes            10      0.47       0.53
2026-04-01 17:55:30.070642 EDT   no            108      0.45       0.55
2026-04-01 17:55:30.070642 EDT   no            345      0.44       0.56
2026-04-01 17:55:30.070642 EDT   no             17      0.45       0.55
2026-04-01 17:55:30.070642 EDT   no             12      0.45       0.55
2026-04-01 17:55:30.070642 EDT   no            174      0.45       0.55
2026-04-01 17:55:30.070642 EDT   no             12      0.45       0.55
2026-04-01 17:57:52.734828 EDT   yes             2      0.46       0.54
2026-04-01 18:05:06.862208 EDT   yes             4      0.46       0.54
2026-04-01 18:10:33.464145 EDT   yes             4      0.46       0.54
2026-04-01 18:10:33.464145 EDT   yes             1      0.46       0.54
2026-04-01 18:10:33.464145 EDT   yes            11      0.46       0.54
2026-04-01 18:14:30.091853 EDT   yes             3      0.46       0.54
2026-04-01 18:14:30.091853 EDT   yes             5      0.46       0.54
2026-04-01 18:14:30.091853 EDT   yes            20      0.47       0.53
2026-04-01 18:14:30.091853 EDT   yes            13      0.46       0.54
2026-04-01 18:17:54.667888 EDT   yes             4      0.46       0.54
2026-04-01 18:18:06.288787 EDT   yes            10      0.46       0.54
2026-04-01 18:22:29.724343 EDT   yes            21      0.47       0.53
2026-04-01 18:22:29.724343 EDT   yes            14      0.46       0.54
2026-04-01 18:22:29.724343 EDT   yes            62      0.47       0.53
2026-04-01 18:22:29.724343 EDT   yes             5      0.46       0.54
2026-04-01 18:25:28.656629 EDT   yes            17      0.47       0.53
2026-04-01 18:25:28.656629 EDT   yes           300      0.50       0.50
2026-04-01 18:25:28.656629 EDT   yes            10      0.49       0.51
2026-04-01 18:25:28.656629 EDT   yes           250      0.50       0.50
2026-04-01 18:25:28.656629 EDT   yes            83      0.48       0.52
2026-04-01 18:25:28.656629 EDT   yes           250      0.50       0.50
2026-04-01 18:25:28.656629 EDT   yes            45      0.48       0.52
2026-04-01 18:25:28.656629 EDT   yes            50      0.50       0.50
2026-04-01 18:25:28.656629 EDT   yes            43      0.49       0.51
2026-04-01 18:25:28.656629 EDT   yes             1      0.46       0.54
2026-04-01 18:25:28.656629 EDT   yes            44      0.47       0.53
2026-04-01 18:25:28.656629 EDT   yes            25      0.48       0.52
2026-04-01 18:25:28.656629 EDT   yes           974      0.49       0.51
2026-04-01 18:25:28.656629 EDT   yes            10      0.47       0.53
2026-04-01 18:25:28.656629 EDT   yes            95      0.50       0.50
2026-04-01 18:25:28.656629 EDT   yes             1      0.47       0.53
2026-04-01 18:25:28.656629 EDT   yes            28      0.47       0.53
2026-04-01 18:25:28.656629 EDT   yes             2      0.48       0.52
2026-04-01 18:25:28.656629 EDT   yes           150      0.48       0.52
2026-04-01 18:25:28.656629 EDT   yes           200      0.49       0.51
2026-04-01 18:25:28.656629 EDT   yes             3      0.46       0.54
2026-04-01 18:25:28.656629 EDT   yes           397      0.50       0.50
2026-04-01 18:25:28.656629 EDT   yes             1      0.48       0.52
2026-04-01 18:25:28.656629 EDT   yes             1      0.50       0.50
2026-04-01 18:25:28.656629 EDT   yes            20      0.48       0.52
2026-04-01 18:25:28.656629 EDT   yes             8      0.48       0.52
2026-04-01 18:25:28.656629 EDT   yes           125      0.49       0.51
2026-04-01 18:25:28.656629 EDT   yes             2      0.48       0.52
2026-04-01 18:25:28.656629 EDT   yes           179      0.48       0.52
2026-04-01 18:25:33.574151 EDT   yes             1      0.51       0.49
2026-04-01 18:25:33.574151 EDT   yes           200      0.53       0.47
2026-04-01 18:25:33.574151 EDT   yes            74      0.53       0.47
2026-04-01 18:25:33.574151 EDT   yes            40      0.53       0.47
2026-04-01 18:25:33.574151 EDT   yes           100      0.51       0.49
2026-04-01 18:25:33.574151 EDT   yes           300      0.51       0.49
2026-04-01 18:25:33.574151 EDT   yes           300      0.51       0.49
2026-04-01 18:25:33.574151 EDT   yes           200      0.52       0.48
2026-04-01 18:25:33.574151 EDT   yes            38      0.50       0.50
2026-04-01 18:25:33.574151 EDT   yes            50      0.50       0.50
2026-04-01 18:25:33.574151 EDT   yes            12      0.51       0.49
2026-04-01 18:25:48.986852 EDT   no              4      0.48       0.52
2026-04-01 18:25:49.431287 EDT   no              4      0.48       0.52
2026-04-01 18:25:55.631712 EDT   yes             5      0.54       0.46
2026-04-01 18:25:55.631712 EDT   yes            21      0.53       0.47
2026-04-01 18:25:55.631712 EDT   yes            22      0.54       0.46
2026-04-01 18:25:55.631712 EDT   yes             5      0.54       0.46
2026-04-01 18:25:55.631712 EDT   yes            38      0.54       0.46
2026-04-01 18:25:55.631712 EDT   yes             5      0.54       0.46
2026-04-01 18:25:55.631712 EDT   yes            28      0.54       0.46
2026-04-01 18:25:55.631712 EDT   yes             5      0.54       0.46
2026-04-01 18:25:55.631712 EDT   yes             6      0.54       0.46
2026-04-01 18:26:28.662853 EDT   yes           200      0.55       0.45
2026-04-01 18:26:28.662853 EDT   yes           118      0.56       0.44
2026-04-01 18:26:28.662853 EDT   yes             7      0.55       0.45
2026-04-01 18:26:28.662853 EDT   yes             3      0.54       0.46
2026-04-01 18:26:28.662853 EDT   yes            17      0.55       0.45
2026-04-01 18:26:28.662853 EDT   yes            20      0.55       0.45
2026-04-01 18:27:02.435104 EDT   yes             8      0.57       0.43
2026-04-01 18:27:02.435104 EDT   yes           200      0.58       0.42
2026-04-01 18:27:02.435104 EDT   yes           125      0.58       0.42
2026-04-01 18:27:02.435104 EDT   yes           500      0.59       0.41
2026-04-01 18:27:02.435104 EDT   yes           250      0.59       0.41
2026-04-01 18:27:02.435104 EDT   yes            28      0.58       0.42
2026-04-01 18:27:02.435104 EDT   yes             4      0.58       0.42
2026-04-01 18:27:02.435104 EDT   yes            10      0.59       0.41
2026-04-01 18:28:01.818712 EDT   yes             1      0.60       0.40
2026-04-01 18:28:01.818712 EDT   yes             2      0.60       0.40
2026-04-01 18:29:16.176889 EDT   yes             1      0.66       0.34
2026-04-01 18:29:16.176889 EDT   yes            83      0.66       0.34
2026-04-01 18:29:16.176889 EDT   yes             6      0.65       0.35
2026-04-01 18:29:16.176889 EDT   yes            12      0.65       0.35
2026-04-01 18:29:16.176889 EDT   yes            41      0.65       0.35
2026-04-01 18:29:16.176889 EDT   yes           400      0.66       0.34
2026-04-01 18:29:16.176889 EDT   yes           180      0.62       0.38
2026-04-01 18:29:16.176889 EDT   yes            26      0.62       0.38
2026-04-01 18:29:16.176889 EDT   yes            20      0.65       0.35
2026-04-01 18:31:27.059104 EDT   yes             2      0.65       0.35
2026-04-01 18:33:22.267312 EDT   no              3      0.65       0.35
2026-04-01 18:33:57.270288 EDT   yes             7      0.66       0.34
2026-04-01 18:33:57.270288 EDT   yes            15      0.65       0.35
2026-04-01 18:33:57.270288 EDT   yes            15      0.65       0.35
2026-04-01 18:35:19.879786 EDT   no              8      0.60       0.40
2026-04-01 18:36:45.613349 EDT   yes            11      0.60       0.40
2026-04-01 18:37:04.532203 EDT   yes            25      0.60       0.40
2026-04-01 18:37:17.725588 EDT   yes           456      0.60       0.40
2026-04-01 18:38:11.230433 EDT   yes             6      0.65       0.35
2026-04-01 18:38:11.230433 EDT   yes            17      0.66       0.34
2026-04-01 18:38:20.196463 EDT   no             11      0.59       0.41
2026-04-01 18:38:20.196463 EDT   no              4      0.59       0.41
2026-04-01 18:38:20.196463 EDT   no              8      0.59       0.41
2026-04-01 18:38:20.196463 EDT   no              8      0.59       0.41
2026-04-01 18:38:20.196463 EDT   no              7      0.59       0.41
2026-04-01 18:39:11.285953 EDT   no              7      0.59       0.41
2026-04-01 18:39:11.285953 EDT   no             34      0.58       0.42
2026-04-01 18:45:09.548183 EDT   yes             3      0.64       0.36
2026-04-01 18:45:25.013692 EDT   yes             1      0.64       0.36
2026-04-01 18:46:12.777676 EDT   yes             2      0.64       0.36
2026-04-01 18:46:52.898515 EDT   no             19      0.59       0.41
2026-04-01 18:53:19.635663 EDT   yes             7      0.64       0.36
2026-04-01 18:53:19.635663 EDT   yes             8      0.63       0.37
2026-04-01 18:53:32.105355 EDT   yes             7      0.63       0.37
2026-04-01 18:53:45.622962 EDT   yes             1      0.64       0.36
2026-04-01 18:53:59.387655 EDT   yes            14      0.64       0.36
2026-04-01 18:53:59.387655 EDT   yes            19      0.64       0.36
2026-04-01 18:56:43.416241 EDT   yes            13      0.65       0.35
2026-04-01 18:56:43.416241 EDT   yes            17      0.65       0.35
2026-04-01 19:00:26.280981 EDT   no             10      0.59       0.41
2026-04-01 19:01:35.897975 EDT   no             16      0.60       0.40
2026-04-01 19:05:03.005468 EDT   yes            21      0.64       0.36
2026-04-01 19:09:13.265038 EDT   yes            10      0.65       0.35
2026-04-01 19:09:13.265038 EDT   yes             2      0.65       0.35
2026-04-01 19:09:13.265038 EDT   yes             4      0.65       0.35
2026-04-01 19:09:13.265038 EDT   yes            15      0.65       0.35
2026-04-01 19:14:21.888234 EDT   yes             1      0.65       0.35
2026-04-01 19:14:31.177719 EDT   no              6      0.64       0.36
2026-04-01 19:18:51.138280 EDT   yes            21      0.65       0.35
2026-04-01 19:18:51.138280 EDT   yes             8      0.66       0.34
2026-04-01 19:23:06.553662 EDT   yes            20      0.66       0.34
2026-04-01 19:24:01.336696 EDT   yes            14      0.66       0.34
2026-04-01 19:24:29.456201 EDT   no              1      0.65       0.35
2026-04-01 19:26:29.375925 EDT   no              1      0.65       0.35
2026-04-01 19:26:51.366759 EDT   yes             8      0.66       0.34
2026-04-01 19:27:50.880184 EDT   yes            14      0.66       0.34
2026-04-01 19:27:50.880184 EDT   yes           283      0.66       0.34
2026-04-01 19:27:50.880184 EDT   yes            15      0.66       0.34
2026-04-01 19:28:11.492429 EDT   no              3      0.66       0.34
2026-04-01 19:28:12.645406 EDT   no              3      0.66       0.34
2026-04-01 19:28:30.871414 EDT   yes            25      0.67       0.33
2026-04-01 19:29:04.938771 EDT   no             14      0.67       0.33
2026-04-01 19:29:11.102329 EDT   no              5      0.67       0.33
2026-04-01 19:29:24.369132 EDT   no              7      0.67       0.33
2026-04-01 19:29:24.369132 EDT   no             13      0.67       0.33
2026-04-01 19:31:56.221757 EDT   yes             5      0.68       0.32
2026-04-01 19:31:56.221757 EDT   yes             2      0.68       0.32
2026-04-01 19:31:59.246200 EDT   yes             2      0.68       0.32
2026-04-01 19:33:56.443708 EDT   yes             1      0.68       0.32
2026-04-01 19:34:17.917729 EDT   yes            28      0.68       0.32
2026-04-01 19:34:41.863758 EDT   yes            33      0.68       0.32
2026-04-01 19:35:07.954351 EDT   no              9      0.67       0.33
2026-04-01 19:35:12.094473 EDT   no             20      0.67       0.33
2026-04-01 19:35:25.236457 EDT   yes            81      0.68       0.32
2026-04-01 19:35:25.236457 EDT   yes            50      0.69       0.31
2026-04-01 19:35:25.236457 EDT   yes            12      0.68       0.32
2026-04-01 19:36:44.702156 EDT   yes            50      0.69       0.31
2026-04-01 19:38:31.398911 EDT   yes             4      0.69       0.31
2026-04-01 19:40:05.214279 EDT   yes            10      0.72       0.28
2026-04-01 19:40:05.214279 EDT   yes            10      0.72       0.28
2026-04-01 19:40:05.214279 EDT   yes            96      0.69       0.31
2026-04-01 19:40:05.214279 EDT   yes             1      0.72       0.28
2026-04-01 19:40:05.214279 EDT   yes             7      0.72       0.28
2026-04-01 19:40:05.214279 EDT   yes           195      0.72       0.28
2026-04-01 19:40:05.214279 EDT   yes             1      0.70       0.30
2026-04-01 19:40:05.214279 EDT   yes             5      0.72       0.28
2026-04-01 19:40:05.214279 EDT   yes            18      0.72       0.28
2026-04-01 19:40:05.214279 EDT   yes             1      0.70       0.30
2026-04-01 19:40:25.519020 EDT   no              2      0.71       0.29
2026-04-01 19:40:25.847080 EDT   no              2      0.71       0.29
2026-04-01 19:41:01.186555 EDT   no              6      0.71       0.29
2026-04-01 19:41:01.186555 EDT   no              1      0.71       0.29
2026-04-01 19:41:01.186555 EDT   no              3      0.71       0.29
2026-04-01 19:44:24.435109 EDT   no              8      0.70       0.30
2026-04-01 19:44:53.009927 EDT   yes             2      0.71       0.29
2026-04-01 19:44:59.406980 EDT   yes            10      0.73       0.27
2026-04-01 19:44:59.406980 EDT   yes             2      0.73       0.27
2026-04-01 19:44:59.406980 EDT   yes            14      0.73       0.27
2026-04-01 19:45:00.066731 EDT   yes            16      0.74       0.26
2026-04-01 19:45:00.066731 EDT   yes             2      0.74       0.26
2026-04-01 19:45:00.066731 EDT   yes             8      0.73       0.27
2026-04-01 19:45:58.691853 EDT   yes            25      0.74       0.26
2026-04-01 19:48:19.093894 EDT   yes             6      0.74       0.26
2026-04-01 19:49:20.909504 EDT   no             32      0.71       0.29
2026-04-01 19:49:20.909504 EDT   no              4      0.71       0.29
2026-04-01 19:49:20.909504 EDT   no             64      0.70       0.30
2026-04-01 19:53:31.468184 EDT   no              2      0.71       0.29
2026-04-01 19:56:03.723377 EDT   no              2      0.69       0.31
2026-04-01 19:56:03.723377 EDT   no              7      0.70       0.30
2026-04-01 19:56:03.723377 EDT   no             40      0.70       0.30
2026-04-01 19:56:04.887283 EDT   no              2      0.69       0.31
2026-04-01 19:56:07.069350 EDT   yes           136      0.71       0.29
2026-04-01 19:59:58.557818 EDT   no              6      0.70       0.30
2026-04-01 19:59:58.557818 EDT   no              4      0.69       0.31
2026-04-01 20:07:42.493401 EDT   yes            41      0.71       0.29
2026-04-01 20:07:42.493401 EDT   yes            62      0.71       0.29
2026-04-01 20:07:48.173875 EDT   yes            13      0.71       0.29
2026-04-01 20:07:52.719845 EDT   yes            11      0.71       0.29
2026-04-01 20:08:24.141789 EDT   yes            85      0.71       0.29
2026-04-01 20:08:30.372570 EDT   yes             1      0.73       0.27
2026-04-01 20:08:30.372570 EDT   yes            14      0.73       0.27
2026-04-01 20:08:30.372570 EDT   yes             6      0.73       0.27
2026-04-01 20:09:55.892589 EDT   yes            13      0.73       0.27
2026-04-01 20:10:47.904305 EDT   no              1      0.70       0.30
2026-04-01 20:12:15.757570 EDT   yes             2      0.73       0.27
2026-04-01 20:14:26.573292 EDT   no              2      0.70       0.30
2026-04-01 20:15:23.121051 EDT   no              1      0.69       0.31
2026-04-01 20:16:11.091381 EDT   yes             3      0.70       0.30
2026-04-01 20:16:11.091381 EDT   yes            17      0.74       0.26
2026-04-01 20:16:38.998668 EDT   yes            20      0.73       0.27
2026-04-01 20:16:51.499740 EDT   yes             5      0.73       0.27
2026-04-01 20:16:54.768017 EDT   yes            14      0.73       0.27
2026-04-01 20:17:16.016361 EDT   yes            19      0.74       0.26
2026-04-01 20:18:14.790091 EDT   yes            13      0.74       0.26
2026-04-01 20:20:47.601515 EDT   yes             1      0.73       0.27
2026-04-01 20:20:55.099181 EDT   yes             9      0.73       0.27
2026-04-01 20:21:23.407997 EDT   yes            33      0.73       0.27
2026-04-01 20:22:11.580345 EDT   yes           134      0.73       0.27
2026-04-01 20:23:06.179595 EDT   no              1      0.70       0.30
2026-04-01 20:23:06.179595 EDT   no             10      0.70       0.30
2026-04-01 20:23:06.179595 EDT   no              6      0.70       0.30
2026-04-01 20:23:25.701079 EDT   yes             3      0.74       0.26
2026-04-01 20:23:25.701079 EDT   yes            23      0.73       0.27
2026-04-01 20:23:42.069256 EDT   yes             1      0.74       0.26
2026-04-01 20:25:30.397889 EDT   yes            33      0.74       0.26
2026-04-01 20:26:03.766321 EDT   yes            19      0.74       0.26
2026-04-01 20:26:37.317013 EDT   no             10      0.70       0.30
2026-04-01 20:26:37.317013 EDT   no              4      0.69       0.31
2026-04-01 20:26:47.131083 EDT   yes            10      0.74       0.26
2026-04-01 20:37:02.242561 EDT   yes            34      0.72       0.28
2026-04-01 20:37:37.996311 EDT   yes           272      0.72       0.28
2026-04-01 20:38:42.432669 EDT   no              1      0.71       0.29
2026-04-01 20:40:23.551826 EDT   no             10      0.71       0.29
2026-04-01 20:40:51.295767 EDT   no             10      0.70       0.30
2026-04-01 20:40:51.295767 EDT   no             10      0.70       0.30
2026-04-01 20:40:59.647874 EDT   yes             9      0.73       0.27
2026-04-01 20:44:53.080688 EDT   no              4      0.71       0.29
2026-04-01 20:48:55.052472 EDT   yes            72      0.73       0.27
2026-04-01 20:51:33.683108 EDT   yes             5      0.73       0.27
2026-04-01 20:54:42.090648 EDT   no              5      0.71       0.29
2026-04-01 20:54:42.090648 EDT   no             66      0.70       0.30
2026-04-01 20:54:42.090648 EDT   no             15      0.71       0.29
2026-04-01 20:54:53.447534 EDT   yes            20      0.73       0.27
2026-04-01 20:58:00.811842 EDT   yes             2      0.72       0.28
2026-04-01 20:59:59.335399 EDT   no              8      0.70       0.30
2026-04-01 21:02:15.327536 EDT   yes            13      0.72       0.28
2026-04-01 21:02:33.337251 EDT   yes             1      0.72       0.28
2026-04-01 21:03:10.839950 EDT   yes             5      0.72       0.28
2026-04-01 21:04:06.883575 EDT   yes            68      0.72       0.28
2026-04-01 21:04:09.383519 EDT   no             39      0.70       0.30
2026-04-01 21:05:07.661511 EDT   no             25      0.70       0.30
2026-04-01 21:05:07.661511 EDT   no             21      0.70       0.30
2026-04-01 21:05:07.661511 EDT   no             28      0.70       0.30
2026-04-01 21:05:07.661511 EDT   no             77      0.70       0.30
2026-04-01 21:05:07.661511 EDT   no             42      0.70       0.30
